FID,SHAPE,NAME,ADRESSE,BETREUUNG,ART,ART_TXT,SKZ,TELEFON,WEBLINK1,SE_SDO_ROWID,SE_ANNO_CAD_DATA
SCHULEOGD.631160,POINT (16.339831332697436 48.199154114676084),pGRg 7 Kenyongasse 4-12,"7., Kenyongasse 4-12",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),907036,01 523 29 83-106,http://www.kenyon.at/,631160,
SCHULEOGD.631161,POINT (16.352161278647536 48.20404408304023),PVS Burggasse 37,"7., Burggasse 37",,1,Volksschule (privat),907041,01 523 03 93-11,http://www.notredamedesion.at/,631161,
SCHULEOGD.631162,POINT (16.33978133307682 48.19930411374403),PVS Kenyongasse 4-12,"7., Kenyongasse 4-12",,1,Volksschule (privat),907051,01 523 29 83-108,http://www.kenyon.at,631162,
SCHULEOGD.631163,POINT (16.339731333793456 48.19944411325743),PMS Kenyongasse 4-12,"7., Kenyongasse 4-12",,2,Mittelschule (privat),907052,01 523 29 83-202,http://www.kenyon.at/,631163,
SCHULEOGD.631164,POINT (16.345861311301327 48.205504080045536),RgORg 7 Neustiftgasse 95-99,"7., Neustiftgasse 95-99",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),907066,01 523 12 49,http://www.mgw.at/,631164,
SCHULEOGD.631165,POINT (16.34232132866815 48.205764081245185),Islamische Fachschule für soziale Bildung - Dr. A.K. Hammerschmidt der Islamischen Religionsgemeinde Wien,"7., Neustiftgasse 117",,9,Humanberufliche Schule (privat),907469,01 526 31 22 60,http://www.bif-fachschule.at/,631165,
SCHULEOGD.631166,POINT (16.34920128969335 48.201514097443386),Konservatorium Sunrise_Studios des Herrn Mike Loewenrosen,"7., Neubaugasse 38",,12,Statutschule (privat),907510,0699 81455713,http://www.sunrisestudios.at,631166,
SCHULEOGD.631167,POINT (16.342991321668265 48.20294409440091),Private Bildungsanstalt für Sozialpädagogik - Kolleg für Sozialpädagogik für Berufstätige der MERA Bildungsholding GmbH Schottenfeldgasse 69,"7., Schottenfeldgasse 69",,10,Lehrerbildende mittlere und höhere Schulen (privat),907800,01 585 40 90-54,http://www.bildungsforum.at,631167,
SCHULEOGD.631168,POINT (16.339911332122412 48.19894411560257),BAFEP 7 Kenyongasse 4-12,"7., Kenyongasse 4-12",,10,Lehrerbildende mittlere und höhere Schulen (privat),907810,01 523 29 83-209,http://www.kenyon.at/bakip/,631168,
SCHULEOGD.631169,POINT (16.352031288381035 48.21024405343951),VS Lange Gasse 36,"8., Lange Gasse 36",,1,Volksschule (öffentlich),908011,01 4000 561 650,http://www.volksschule-langegasse.at,631169,
SCHULEOGD.631170,POINT (16.34106134129806 48.20971406364353),VS Pfeilgasse 42b,"8., Pfeilgasse 42b",,1,Volksschule (öffentlich),908021,01 4000 561 660,http://vs-pfeilgasse.schule.wien.at/,631170,
SCHULEOGD.631171,POINT (16.350111294759273 48.20791406633824),VS Zeltgasse 7,"8., Zeltgasse 7",,1,Volksschule (öffentlich),908031,01 4000 561 670,http://www.zeltgasse.at,631171,
SCHULEOGD.631172,POINT (16.344091326303523 48.20951406243657),GRg 8 Albertgasse 18-22,"8., Albertgasse 18-22",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),908036,01 405 61 15,http://www.grg8.at,631172,
SCHULEOGD.631173,POINT (16.3502212969235 48.21027405457518),PVS  Piaristengasse 43,"8., Piaristengasse 43",,1,Volksschule (privat),908041,01 406 22 60 31,http://vs.piaristen.at/,631173,
SCHULEOGD.631174,POINT (16.345691324881187 48.213974039855565),Rg 8 Feldgasse 6-8,"8., Feldgasse 6-8",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),908046,01 407 34 69-11,http://www.feldgasse.at,631174,
SCHULEOGD.631175,POINT (16.34614131698475 48.210634055494616),Vienna Business School -  Handelsakademie und Handelsschule Hamerlingplatz der Wiener Kaufmannschaft,"8., Hamerlingplatz 5-6",,8,Kaufmännische Schule (privat),908428,01 406 23 47,http://www.hamerlingplatz.vbs.ac.at,631175,
SCHULEOGD.631176,POINT (16.346951313763206 48.21049405587129),Vienna Business School -  Handelsakademie und Handelsschule Schönborngasse der Wiener Kaufmannschaft,"8., Schönborngasse 3-5",,8,Kaufmännische Schule (privat),908438,01 406 45 140,http://www.schoenborngasse.vbs.ac.at,631176,
SCHULEOGD.631177,POINT (16.351561290554784 48.21084405150081),BAFEP 8 Lange Gasse 47 + Albertgasse 38,"8., Lange Gasse 47",,10,Lehrerbildende mittlere und höhere Schulen (öffentlich),908810,01 409 67 67,http://bafep8.at,631177,
SCHULEOGD.631178,POINT (16.34718130993231 48.20847406510211),"Private ""Bildungsanstalt für Sozialpädagogik - Kolleg für Berufstätige"" des Vereins die ""bildungsakademie, Verein für Durchlässigkeit und soziale Gerechtigkeit in der Bildung","8., Pfeilgasse 10-12/R 04",,10,Lehrerbildende mittlere und höhere Schulen (privat),908820,01 402 56 15,http://www.diebildungsakademie.at,631178,
SCHULEOGD.631179,POINT (16.354031299966277 48.22589397794371),VS Galileigasse 5,"9., Galileigasse 5",,1,Volksschule (öffentlich),909011,01 4000 561 680,http://galileigasse.schule.wien.at,631179,
SCHULEOGD.631180,POINT (16.379111094550044 48.166524245239344),SES Galileigasse 3,"10., Hebbelplatz 2",,11,Sonstige (öffentlich),909013e,,,631180,
SCHULEOGD.631181,POINT (16.384801143793936 48.22216397636074),SES Galileigasse 3,"2., Darwingasse 14",,11,Sonstige (öffentlich),909013e,,,631181,
SCHULEOGD.631182,POINT (16.354091283033178 48.21373403613573),SES Galileigasse 3,"8., Justizanstalt Josefstadt",,11,Sonstige (öffentlich),909013e,,,631182,
SCHULEOGD.631183,POINT (16.36157125009168 48.21669401746111),GRg 9 Wasagasse 10,"9., Wasagasse 10",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),909016,01 317 61 97,http://www.bg9.at,631183,
SCHULEOGD.631184,POINT (16.346251326287057 48.216954025356976),VS Gilgegasse 12,"9., Gilgegasse 12",,1,Volksschule (öffentlich),909021,01 4000 561 690,http://www.vsgilgegasse.at,631184,
SCHULEOGD.631185,POINT (16.365561242631124 48.225223974062),Rg 9 Glasergasse 25,"9., Glasergasse 25",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),909026,01 317 54 59,http://www.brg9.at,631185,
SCHULEOGD.631186,POINT (16.36217125409141 48.221243995481586),VS Grünentorgasse 9,"9., Grünentorgasse 9",,1,Volksschule (öffentlich),909031,01 4000 561 700,http://www.schubertschule.at/,631186,
SCHULEOGD.631187,POINT (16.351621308546235 48.22313399235745),SchülerInnenschule und Werkcollege Währinger Straße 59,"9., Währinger Straße 59",,12,Statutschule (privat),909032,01 408 20 39,http://schuelerinnenschule.at,631187,
SCHULEOGD.631188,POINT (16.358831269335024 48.2211139974196),Lycée Liechtensteinstraße 37a Francais de Vienne,"9., Liechtensteinstraße 37a",,6,Allgemeinbildende höhere Schule (privat),909036,01 317 22 41,http://www.lyceefrancais.at,631188,
SCHULEOGD.631189,POINT (16.35748128530863 48.22738396858241),VS Marktgasse 31,"9., Marktgasse 31-35",,1,Volksschule (öffentlich),909041,01 319 52 05,http://geps-marktgasse.schule.wien.at/,631189,
SCHULEOGD.631190,POINT (16.359511265459158 48.22025400151175),PVS Liechtensteinstraße 37a,"9., Liechtensteinstraße 37a",,1,Volksschule (privat),909061,01 317 22 41-128,http://www.lyceefrancais.at,631190,
SCHULEOGD.631191,POINT (16.35118131030535 48.22340399139242),Schulkollektiv Währinger Straße 59,"9., Währinger Straße 59",,12,Statutschule (privat),909081,01 409 46 46,http://schulkollektiv.at,631191,
SCHULEOGD.631192,POINT (16.350601312055428 48.22210399790018),Höhere Bundeslehranstalt für Mode und für wirtschaftliche Berufe Wien 9,"9., Michelbeuerngasse 12",,9,Humanberufliche Schule (öffentlich),909429,01 405 04 16-0,http://www.hlmw9.at,631192,
SCHULEOGD.631193,POINT (16.365081242282628 48.22282398580346),Fachschule der Stadt Wien für wirtschaftliche Berufe,"9., Hahngasse 35",,9,Humanberufliche Schule (privat),909459,01 599 16-95840,http://www.fachschule-hahngasse.at/,631193,
SCHULEOGD.631194,POINT (16.366571235277576 48.22321398285271),Caritas Ausbildungszentrum für Sozialberufe,"9., Seegasse 30",,9,Humanberufliche Schule (privat),909469,01 317 21 06,http://seegasse.caritas-wien.at,631194,
SCHULEOGD.631195,POINT (16.383821047346782 48.14900432668629),VS Ada-Christen-Gasse 9,"10., Ada-Christen-Gasse 9",,1,Volksschule (öffentlich),910011,01 4000 561 750,https://adachristen.schule.wien.at,631195,
SCHULEOGD.631196,POINT (16.379171107246883 48.175354203360016),ASO Quellenstraße 52,"10., Quellenstraße 52",,3,Sonderschule (öffentlich),910013,01 4000 561 730,http://www.spz10.at,631196,
SCHULEOGD.631197,POINT (16.374661118998908 48.16788424162472),GRG 10 Ettenreichgasse 41-43,"10., Ettenreichgasse 41-43",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),910016,01 604 42 18,http://www.ettenreich.at,631197,
SCHULEOGD.631198,POINT (16.366781160902356 48.17052423423489),VS Alxingergasse 82,"10., Alxingergasse 82",,1,Volksschule (öffentlich),910021,01 4000 561 760,http://alxinger.schule.wien.at/,631198,
SCHULEOGD.631199,POINT (16.36080118577073 48.16743425232468),MS Georg-Wilhelm-Pabst-Gasse 2a,"10., Georg-Wilhelm-Pabst-Gasse 2a",,2,Mittelschule (öffentlich),910022,01 4000 561 030,http://gwpabstgasse.at,631199,
SCHULEOGD.631200,POINT (16.37869109777627 48.166524246211566),ASO Hebbelplatz 2,"10., Hebbelplatz 2",,3,Sonderschule (öffentlich),910023,01 4000 561 740,http://zis-hebbelplatz.schule.wien.at/,631200,
SCHULEOGD.631201,POINT (16.388301040459503 48.159054275570696),pGRg 10 Ludwig-von-Höhnel-Gasse 17-19,"10., Ludwig-von-Höhnel-Gasse 17-19",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),910026,01 688 11 95-550,http://www.nls.at/,631201,
SCHULEOGD.631202,POINT (16.362051192996905 48.176564208777975),VS Quellenstraße 142,"10., Quellenstraße 142",Ganztagsschule in verschränkter Abfolge,1,Volksschule (öffentlich),910031,01 4000 560 440,http://berni.schule.wien.at/,631202,
SCHULEOGD.631203,POINT (16.37388112040238 48.16624425056835),Praxis-MS Grenzackerstraße 18,"10., Grenzackerstraße 18",,2,Mittelschule (öffentlich),910032,01 601 18 6400,http://www.phwien.at,631203,
SCHULEOGD.631204,POINT (16.375251128497954 48.17662419967938),PTS Pernerstorfergasse 30-32,"10., Pernerstorfergasse 30-32",,4,Polytechnische Schule (öffentlich),910034,01 4000 564 080,http://www.pts10.at,631204,
SCHULEOGD.631205,POINT (16.394420993281084 48.14736432743726),PTS Pernerstorfergasse 30-32,"10., Wendstattgasse 3",,11,Sonstige (öffentlich),910034e,01 688 06 27,,631205,
SCHULEOGD.631206,POINT (16.383471080322764 48.17125422045784),GRg 10 Laaer Berg-Straße 25-29,"10., Laaer Berg-Straße 25-29",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),910036,01 604 34 22,http://www.grg10laaerberg.at,631206,
SCHULEOGD.631207,POINT (16.367431166628048 48.17736420125505),MS Herzgasse 27,"10., Herzgasse 27",,2,Mittelschule (öffentlich),910042,01 4000 560 640,www.herzgasse27.at,631207,
SCHULEOGD.631208,POINT (16.3778310855338 48.15491430184701),GRg 10 Pichelmayergasse 1,"10., Pichelmayergasse 1",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),910046,01 689 18 38,http://brg-pichelmayergasse.at,631208,
SCHULEOGD.631209,POINT (16.36397115658833 48.15767429717582),VS Carl-Prohaska-Platz 1,"10., Carl-Prohaska-Platz 1",,1,Volksschule (öffentlich),910051,01 4000 561 770,http://www.vs-prohaska.org/,631209,
SCHULEOGD.631210,POINT (16.36115118386966 48.16739425274413),VS Georg-Wilhelm-Pabst-Gasse 2,"10., Georg-Wilhelm-Pabst-Gasse 2",,1,Volksschule (öffentlich),910061,01 4000/561 780,http://korczakschule.jimdofree.com/,631210,
SCHULEOGD.631211,POINT (16.37899109541297 48.166474246327724),VS Hebbelplatz 1,"10., Hebbelplatz 1",,1,Volksschule (öffentlich),910071,01 4000 561 790,http://hebbelplatz.schule.wien.at/,631211,
SCHULEOGD.631212,POINT (16.36609116456528 48.17070423366812),VS Herzgasse 87,"10., Herzgasse 87",,1,Volksschule (öffentlich),910081,01 4000 561 800,http://vs-herzgasse.schule.wien.at/,631212,
SCHULEOGD.631213,POINT (16.37197114292281 48.17616420386589),VS Jagdgasse 22,"10., Jagdgasse 22",,1,Volksschule (öffentlich),910091,01 606 54 15-111,http://jagdgasse22.schule.wien.at/,631213,
SCHULEOGD.631214,POINT (16.375951118567983 48.17269421778695),MS Leibnizgasse 33,"10., Leibnizgasse 33",,2,Mittelschule (öffentlich),910092,01 4000 561 060,http://nms-leibnizgasse.schule.wien.at/,631214,
SCHULEOGD.631215,POINT (16.372281142202578 48.17614420367434),VS Jagdgasse 23,"10., Jagdgasse 23",,1,Volksschule (öffentlich),910101,01 606 54 20,http://gtvs-jagdgasse.schule.wien.at/,631215,
SCHULEOGD.631216,POINT (16.37487113292843 48.179044188697915),VS Keplerplatz 7,"10., Keplerplatz 7",,1,Volksschule (öffentlich),910111,01 4000 561 830,http://www.vbs-keplerplatz.schulweb.at,631216,
SCHULEOGD.631217,POINT (16.382151083054165 48.168984232129574),VS Klausenburger Straße 25,"10., Klausenburger Straße 25",,1,Volksschule (öffentlich),910121,01 4000 561 840,http://vs-klausenburger-str.schule.wien.at/,631217,
SCHULEOGD.631219,POINT (16.388801037785992 48.15900427584643),PMS Ludwig v. Höhnel-Gasse 17-19,"10., Ludwig-von-Höhnel-Gasse 17-19",,2,Mittelschule (privat),910132,01 688 11 95-440,http://www.nls.at/laa/nms/,631219,
SCHULEOGD.631220,POINT (16.395810997605935 48.1550142906009),VS Laaer-Berg-Straße 170,"10., Laaer-Berg-Straße 170",,1,Volksschule (öffentlich),910141,01 4000 561 860,http://www.vs-laaerberg.at,631220,
SCHULEOGD.631221,POINT (16.386471065239377 48.17124421856859),VS Laimäckergasse 17,"10., Laimäckergasse 17",,1,Volksschule (öffentlich),910151,01 604 17 41,http://laimaeckergasse.schule.wien.at/,631221,
SCHULEOGD.631222,POINT (16.40478092959928 48.13758436767242),VS Oberlaaer Platz 1,"10., Oberlaaer Platz 1",,1,Volksschule (öffentlich),910161,01 4000 561 880,http://www.vs-oberlaa.com,631222,
SCHULEOGD.631223,POINT (16.379631105237657 48.175334203425585),VS Quellenstraße 54,"10., Quellenstraße 54",,1,Volksschule (öffentlich),910171,01 4000 561 890,http://eulenschule.at,631223,
SCHULEOGD.631224,POINT (16.375621089604007 48.15066432308688),VS Selma-Lagerlöf-Gasse 20,"10., Selma-Lagerlöf-Gasse 20",,1,Volksschule (öffentlich),910181,01 4000 561 900,http://selma-lagerloef.schule.wien.at/,631224,
SCHULEOGD.631225,POINT (16.394291032799007 48.175004195912564),PNMS Gudrunstraße 11,"10., Gudrunstraße 11",,2,Mittelschule (privat),910202,01 208 46 57,http://www.phoenixnms.at,631225,
SCHULEOGD.631226,POINT (16.38172109906804 48.17825418795964),MS Gudrunstraße 110,"10., Gudrunstraße 110",Campus,2,Mittelschule (öffentlich),910212,01 4000 561 100,bildungscampus10.schule.wien.at,631226,
SCHULEOGD.631227,POINT (16.37422111941821 48.166814247705645),Praxis-VS Grenzackerstraße 18,"10., Grenzackerstraße 18 (Eingang: Ettenreichg. 45B)",,1,Volksschule (öffentlich),910221,01 601 18-61 00,http://www.phwien.ac.at,631227,
SCHULEOGD.631228,POINT (16.362361190213605 48.17655420792907),MS Quellenstraße 144,"10., Quellenstraße 144",,2,Mittelschule (öffentlich),910222,01 4000 560 070,http://nms-quellenstrasse144.schule.wien.at/,631228,
SCHULEOGD.631229,POINT (16.3683411674288 48.180464185757074),PVS Alxingergasse 8,"10., Alxingergasse 8",,1,Volksschule (privat),910231,01 604 37 45-330,http://www.nls.at,631229,
SCHULEOGD.631230,POINT (16.38832103934238 48.159044275872255),PVS Ludwig-von-Höhnel Gasse 17-19,"10., Ludwig-von-Höhnel Gasse 17-19",,1,Volksschule (privat),910241,01 688 11 95-330,http://www.nls.at,631230,
SCHULEOGD.631231,POINT (16.39447099377067 48.14736432721731),VS Wendstattgasse 3,"10., Wendstattgasse 3",,1,Volksschule (öffentlich),910251,01 4000 561 910,http://wendi.schule.wien.at,631231,
SCHULEOGD.631232,POINT (16.3711311542911 48.1815841788528),MS Landgutgasse 30 - Bildungscampus Innerfavoriten,"10., Landgutgasse 30",,2,Mittelschule (öffentlich),910252,,,631232,
SCHULEOGD.631233,POINT (16.38202109291017 48.17489420421499),PVS Quellenstraße 87,"10., Quellenstraße 87",,1,Volksschule (privat),910261,01 604 01 33-1,http://www.pvs-waldkloster.ac.at/,631233,
SCHULEOGD.631218,POINT (16.352311231753937 48.17110424069353),VS Knöllgasse 59,"10., Knöllgasse 59",,1,Volksschule (öffentlich),910131,01 4000 561 850,http://ovsknoellgasse.schule.wien.at/,631218,
SCHULEOGD.631234,POINT (16.377241109191885 48.17022422950632),PVS Quellenstraße 87,"10., Antonsplatz 17",,11,Sonstige (privat),910261e,01 603 31 91,,631234,
SCHULEOGD.631235,POINT (16.362941169523744 48.16288427265486),VS Neilreichgasse 111,"10., Neilreichgasse 111",,1,Volksschule (öffentlich),910271,01 4000 561 920,http://vs-neilreichgasse.schule.wien.at,631235,
SCHULEOGD.631236,POINT (16.350071222181835 48.15563431542361),VS Tesarekplatz 4,"10., Tesarekplatz 4",,1,Volksschule (öffentlich),910291,01 4000 561 930,http://tesarekschule.schule.wien.at/,631236,
SCHULEOGD.631237,POINT (16.38140106594501 48.15314430782564),ALF-Schule (Aktives Lernen Favoriten),"10., Jenny-Lind-Gasse 1",,12,Statutschule (privat),910321,01 689 33 54,http://www.alf-schule.at/,631237,
SCHULEOGD.631238,POINT (16.384101068603638 48.16505424932721),VS Maria-Rekker-Gasse 3,"10., Maria-Rekker-Gasse 3",,1,Volksschule (öffentlich),910341,01 607 01 21-111,http://mariarekkergasse.schule.wien.at,631238,
SCHULEOGD.631239,POINT (16.34259127487343 48.16795426175366),VS Hertha Firnbergstraße 12,"10., Hertha Firnbergstraße 12",,1,Volksschule (öffentlich),910351,01 607 95 86-111,http://hertha-firnberg.schule.wien.at,631239,
SCHULEOGD.631240,POINT (16.369361156046008 48.17615420596938),Mayflower Christian Academy - Primar des Vereins MCA,"10., Fontanastraße 8",,12,Statutschule (privat),910361,01 641 94 95,http://www.mayflower-christian-academy.at,631240,
SCHULEOGD.631241,POINT (16.389861042799698 48.16664423809403),VS Rudolf Friemel-Gasse 3,"10., Rudolf Friemel-Gasse 3",Campus,1,Volksschule (öffentlich),910371,01 688 25 03-96121,http://campusmontelaa.schule.wien.at/,631241,
SCHULEOGD.631242,POINT (16.39413103291944 48.175024195964994),PVS Gudrunstraße 11,"10., Gudrunstraße 11",,1,Volksschule (privat),910391,01 607 95 00 10,http://phoenixschulen.at/volksschulen/,631242,
SCHULEOGD.631243,POINT (16.38252109482463 48.178694185495885),VS Hlawkagasse 2,"10., Hlawkagasse 2",Campus,1,Volksschule (öffentlich),910401,01 4000 561 970,http://www.bildungscampus-sonnwendviertel.at/,631243,
SCHULEOGD.631244,POINT (16.35760121433599 48.176564210859),Lernwerkstatt Sowiedu,"10., Maria Lassnig-Straße 32/1",,12,Statutschule (privat),910411,0660/702 01 07,http://www.sowiedu.at/,631244,
SCHULEOGD.631245,POINT (16.372231126761502 48.16551425513611),Höhere Technische Bundeslehranstalt Wien 10,"10., Ettenreichgasse 54",,7,Technische Schule (öffentlich),910417,01 601 11,http://www.htlwien10.at/,631245,
SCHULEOGD.631246,POINT (16.397410969172462 48.139894361175585),GTVS Grundäckergasse 14,"10., Grundäckergasse 14",,1,Volksschule (öffentlich),910421,01 4000 560 720,http://grundaeckergasse.schule.wien.at/,631246,
SCHULEOGD.631247,POINT (16.365461176519347 48.17706420357906),Bundeshandelsakademie und Bundeshandelsschule Wien 10,"10., Pernerstorfergasse 77",,8,Kaufmännische Schule (öffentlich),910428,01 602 51 91,http://www.bhakwien10.at/,631247,
SCHULEOGD.631248,POINT (16.3711311542911 48.1815841788528),VS Landgutgasse 30 - Bildungscampus Innerfavoriten,"10., Landgutgasse 30",,1,Volksschule (öffentlich),910441,,,631248,
SCHULEOGD.631249,POINT (16.379851102098392 48.17383421002961),Höhere Bundeslehranstalt für wirtschaftliche Berufe Wien 10,"10., Reumannplatz 3",,9,Humanberufliche Schule (öffentlich),910499,01 504 61 65,http://www.hlw10.at/,631249,
SCHULEOGD.631250,POINT (16.389321052472777 48.171994213672605),Schule für Sozialbetreuungsberufe,"10., Absberggasse 27",,9,Humanberufliche Schule (privat),910519,01 214 25 80,http://www.sob.caritas-wien.at,631250,
SCHULEOGD.631251,POINT (16.37329112272283 48.16568425317614),BAFEP 10 Ettenreichgasse 45c,"10., Ettenreichgasse 45c",,10,Lehrerbildende mittlere und höhere Schulen (öffentlich),910810,01 604 81 54,http://bafep10.at/,631251,
SCHULEOGD.631252,POINT (16.41804091179069 48.17130419887936),VS Braunhubergasse 3,"11., Braunhubergasse 3",,1,Volksschule (öffentlich),911011,01 4000 562 000,http://www.geps-braunhubergasse.at,631252,
SCHULEOGD.631253,POINT (16.41240094438439 48.175464182286056),MS Enkplatz 4/II,"11., Enkplatz 4/II",,2,Mittelschule (öffentlich),911012,01 4000 561 110,http://www.nmsenkplatz.at/,631253,
SCHULEOGD.631254,POINT (16.410690948236876 48.172274198257305),ASO Herderplatz 1A,"11., Herderplatz 1a",,3,Sonderschule (öffentlich),911013,01 4000 561 990,http://ib3.schule.wien.at,631254,
SCHULEOGD.631255,POINT (16.411680945146284 48.17330419281503),GRg 11 Gottschalkgasse 21,"11., Gottschalkgasse 21",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),911016,01 713 21 99,http://www.grg11.at,631255,
SCHULEOGD.631256,POINT (16.41797091114387 48.17127419878716),"Expos. der HS 1110, Enkplatz 4/I","11., Braunhubergasse 3",,11,Sonstige (öffentlich),911022e,01 748 88 32,,631256,
SCHULEOGD.631257,POINT (16.470940631316715 48.15527424229179),SES Hoefftgasse 7,"11., Hoefftgasse 7",,3,Sonderschule (öffentlich),911023,01 767 33 36,http://spz11.schule.wien.at,631257,
SCHULEOGD.631258,POINT (16.394220995409782 48.1474143270975),SES Hoefftgasse 7,"10., Wendstattgasse 3",,11,Sonstige (öffentlich),911023e,,,631258,
SCHULEOGD.631259,POINT (16.396751053636592 48.19927407855425),SES Hoefftgasse 7,"3., Hainburgerstraße 40",,11,Sonstige (öffentlich),911023e,01 767 16 19,,631259,
SCHULEOGD.631260,POINT (16.410690948236876 48.172274198257305),SES Hoefftgasse 7,"11., Herderplatz 1a",,11,Sonstige (öffentlich),911023e,01 748 91 38,,631260,
SCHULEOGD.631005,POINT (16.368861210890444 48.21358402744917),VS Börsegasse 5,"1., Börsegasse 5",,1,Volksschule (öffentlich),901011,01 4000 561 240,http://vs-boersegasse.schule.wien.at,631005,
SCHULEOGD.631006,POINT (16.36854121208558 48.213554028080594),MS Renngasse 20,"1., Renngasse 20",,2,Mittelschule (öffentlich),901012,01 4000 560 850,http://www.dierenngasse.at,631006,
SCHULEOGD.631007,POINT (16.376621156375805 48.20154408046251),AkG Beethovenplatz 1,"1., Beethovenplatz 1",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),901016,01 713 13 52,http://www.akg-wien.at/,631007,
SCHULEOGD.631008,POINT (16.378771152886014 48.20713405252999),VS Stubenbastei 3,"1., Stubenbastei 3",,1,Volksschule (öffentlich),901021,01 4000 561 250,http://vsstubenbastei.schule.wien.at/,631008,
SCHULEOGD.631009,POINT (16.364401230196908 48.212114037254835),pG 1 Freyung 6,"1., Freyung 6",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (privat),901026,01 534 98 318,http://www.schottengymnasium.at/,631009,
SCHULEOGD.631010,POINT (16.369251206186327 48.2115540373568),PVS Judenplatz 6,"1., Judenplatz 6",,1,Volksschule (privat),901031,01 533 95 84,http://www.pvs-judenplatz.at,631010,
SCHULEOGD.631011,POINT (16.364591232481615 48.21411402794726),Rg 1 Schottenbastei 7-9,"1., Schottenbastei 7-9",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),901036,01 533 84 50,http://www.brg1.at,631011,
SCHULEOGD.631012,POINT (16.378021156299333 48.206764054399095),GRg 1 Stubenbastei 6-8,"1., Stubenbastei 6-8",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),901046,01 512 78 10,http://www.stubenbastei.at/,631012,
SCHULEOGD.631013,POINT (16.374521168400943 48.202934075182064),ORg 1/H 14  Hegelgasse 14,"1., Hegelgasse 14",,6,Allgemeinbildende höhere Schule (öffentlich),901056,01 512 51 86,http://www.he14.at/,631013,
SCHULEOGD.631014,POINT (16.376511168503054 48.209864040203115),Montessori-Schule Wien 1 im Heiligenkreuzerhof Grashofgasse 3/7/22,"1., Grashofgasse 3/7/22",,12,Statutschule (privat),901061,0699 81101965,http://www.mi4.at,631014,
SCHULEOGD.631015,POINT (16.375091166450577 48.20341407235639),ORg 1/H 12 Hegelgasse 12,"1., Hegelgasse 12",,6,Allgemeinbildende höhere Schule (öffentlich),901066,01 512 39 37,http://www.h12.at,631015,
SCHULEOGD.631016,POINT (16.370821183644477 48.20088408672264),Vienna Business School - Handelsakademie und Handelsschule Akademiestraße der Wiener Kaufmannschaft,"1., Akademiestraße 12",,8,Kaufmännische Schule (privat),901428,01 505 81 00,http://www.akademiestrasse.vbs.ac.at,631016,
SCHULEOGD.631017,POINT (16.369721202838107 48.211354037320156),Gastgewerbefachschule des Schulvereins der Wiener Gastwirte,"1., Judenplatz 3-4",,9,Humanberufliche Schule (privat),901489,01 533 06 42-4407,http://www.gafa.ac.at/,631017,
SCHULEOGD.631018,POINT (16.373031180880965 48.20698405646385),Schauspielschule Krauss,"1., Weihburggasse 9",,12,Statutschule (privat),901510,01 512 43 24,http://www.schauspielschulekrauss.at/,631018,
SCHULEOGD.631019,POINT (16.3714811902992 48.20791405250273),Diözesankonservatorium für Kirchenmusik der Erzdiözese Wien,"1., Stock im Eisen-Platz 3/IV",,12,Statutschule (privat),901530,01 513 18 65,http://www.kimukons.at/,631019,
SCHULEOGD.631020,POINT (16.443320822694577 48.19641406290096),VS Aspernallee 5,"2., Aspernallee 5",,1,Volksschule (öffentlich),902011,01 728 95 97-112,http://www.aspernallee.at,631020,
SCHULEOGD.631021,POINT (16.384451148235105 48.22322397198184),RgORg 2 Lessinggasse 14,"2., Lessinggasse 14",Ganztagsschule in getrennter Abfolge,6,Allgemeinbildende höhere Schule (öffentlich),902016,01 214 01 85,http://www.lessinggasse.at/,631021,
SCHULEOGD.631022,POINT (16.387471121685454 48.214784009978075),VS Czerninplatz 3,"2., Czerninplatz 3",,1,Volksschule (öffentlich),902021,01 4000 560 500,http://kunstinderschule.schule.wien.at/,631022,
SCHULEOGD.631023,POINT (16.404251046499354 48.22027397401691),MS Feuerbachstraße 1,"2., Feuerbachstraße 1",,2,Mittelschule (öffentlich),902022,01 4000 560 860,http://www.msifeuerbach.at/,631023,
